ticker,name,sector,industry,stock_types_str,price,total_score,score_valuation,score_profitability,score_cashflow,score_safety,pe,forward_pe,pb,roe,gross_margin,profit_margin,debt_equity,revenue_growth,dividend_yield,beta,market_cap
T,AT&T Inc.,Communication Services,Telecom Services,💰 价值股 | 🏰 护城河股 | 🏦 股息股,27.73,77,27,23,25,2,9.121711,10.881466,1.7655672,0.18805,0.59554,0.17472,124.179,0.036,4.0,0.576,196590436352
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,💰 价值股 | 🏰 护城河股 | 🏦 股息股,50.97,72,22,23,25,2,12.554188,9.692842,2.0577312,0.17069,0.59071,0.124280006,174.78,0.02,5.51,0.281,214975365120
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,305.56,70,8,30,17,15,28.240295,22.783636,8.894711,0.35705003,0.59652,0.32810003,16.133,0.18,0.28,1.112,3696359374848
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,🚀 成长股 | 🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,243.19,67,8,28,21,10,22.02808,19.3506,7.18116,0.35029998,0.68081003,0.28456,60.499,0.091,2.15,0.326,586063347712
ABT,Abbott Laboratories,Healthcare,Medical Devices,🏦 股息股 | 🛡️ 防御股,109.95,65,11,18,21,15,29.55645,17.610935,3.6628022,0.12961,0.56664,0.14718,26.787,0.044,2.33,0.744,191058231296
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,627.45,65,8,30,17,10,26.688643,17.487457,7.3072314,0.30238,0.81999,0.30084,39.164,0.238,0.34,1.279,1587169591296
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,399.95,65,8,30,17,10,25.028162,21.224253,7.6014442,0.34390998,0.68586,0.39044,31.539,0.167,0.92,1.108,2972579528704
PG,Procter & Gamble Company (The),Consumer Defensive,Household & Personal Products,🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,152.12,65,8,26,21,10,22.536295,20.751144,6.762993,0.31562,0.51189,0.19299999,68.719,0.015,2.81,0.34,356034609152
BRK-B,Berkshire Hathaway Inc. New,Financial Services,Insurance - Diversified,💰 价值股,492.21,63,25,6,17,15,15.867504,22.604933,0.0009870594,0.09809,0.26146,0.18029,18.809,-0.007,,0.688,1061861720064
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,🏰 护城河股 | 🔄 周期股,211.74,58,8,25,15,10,29.572628,22.665747,5.5275936,0.22286,0.50286,0.108339995,43.435,0.136,,1.42,2273012088832
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,🏦 股息股 | 🛡️ 防御股,285.49,58,15,13,25,5,21.578987,14.337304,2.748426,0.12538,0.18526,0.02694,81.618,0.123,3.13,0.38,259132358656
KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,77.82,53,8,26,17,2,25.598684,22.452913,10.406526,0.43323,0.61626,0.2734,139.793,0.024,2.66,0.332,334751203328
AAPL,Apple Inc.,Technology,Consumer Electronics,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,252.82,52,3,27,17,5,32.002533,27.197025,42.15072,1.5202099,0.47325,0.27037,102.63,0.157,0.42,1.116,3715929735168
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,🏦 股息股 | 🛡️ 防御股,125.99,45,0,18,17,10,46.15018,38.362347,10.078393,0.21847,0.24927,0.0307,64.443,0.056,0.78,0.657,1004499501056
JPM,JP Morgan Chase & Co.,Financial Services,Banks - Diversified,💰 价值股,286.16,42,22,13,0,7,14.30085,12.181003,2.2534413,0.16134001,0.0,0.3391,,0.025,2.12,1.059,771782803456
