ticker,name,sector,industry,stock_types_str,price,total_score,score_valuation,score_profitability,score_cashflow,score_safety,pe,forward_pe,pb,roe,gross_margin,profit_margin,debt_equity,revenue_growth,dividend_yield,beta,market_cap
T,AT&T Inc.,Communication Services,Telecom Services,💰 价值股 | 🏰 护城河股 | 🏦 股息股,28.92,77,27,23,25,2,9.513158,11.36386,1.8413345,0.18805,0.59554,0.17472,124.179,0.036,3.85,0.576,205026885632
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,💰 价值股 | 🏰 护城河股 | 🏦 股息股,50.74,72,22,23,25,2,12.497538,9.640157,2.0484457,0.17069,0.59071,0.124280006,174.78,0.02,5.62,0.281,214005301248
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,280.92,70,8,30,17,15,25.963034,20.930489,8.177452,0.35705003,0.59652,0.32810003,16.133,0.18,0.29,1.112,3398289588224
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,547.54,69,8,30,21,10,23.299574,15.260311,6.3766055,0.30238,0.81999,0.30084,39.164,0.238,0.35,1.279,1385032712192
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,🚀 成长股 | 🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,239.24,67,8,28,21,10,21.67029,19.022404,7.064521,0.35029998,0.68081003,0.28456,60.499,0.091,2.17,0.326,576544243712
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,365.97,65,8,30,17,10,22.88743,19.414349,6.955621,0.34390998,0.68586,0.39044,31.539,0.167,0.98,1.108,2720027377664
ABT,Abbott Laboratories,Healthcare,Medical Devices,🏦 股息股 | 🛡️ 防御股,104.57,65,11,18,21,15,28.110214,17.077309,3.4835765,0.12961,0.56664,0.14718,26.787,0.044,2.4,0.744,181709504512
PG,Procter & Gamble Company (The),Consumer Defensive,Household & Personal Products,🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,142.42,65,8,26,21,10,21.099258,19.427938,6.3317475,0.31562,0.51189,0.19299999,68.719,0.015,2.94,0.34,332797575168
BRK-B,Berkshire Hathaway Inc. New,Financial Services,Insurance - Diversified,💰 价值股,475.27,63,25,6,17,15,15.3066025,21.826958,0.0009530885,0.09809,0.26146,0.18029,18.809,-0.007,,0.688,1025096024064
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,🏰 护城河股 | 🔄 周期股,207.54,58,8,25,15,10,28.905293,22.123629,5.41795,0.22286,0.50286,0.108339995,43.435,0.136,,1.42,2227925417984
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,🏦 股息股 | 🛡️ 防御股,268.05,58,15,13,25,5,20.26077,13.445019,2.5805302,0.12538,0.18526,0.02694,81.618,0.123,3.27,0.38,243302498304
KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,74.69,53,8,26,17,2,24.56908,21.576853,9.987965,0.43323,0.61626,0.2734,139.793,0.024,2.74,0.332,321477214208
AAPL,Apple Inc.,Technology,Consumer Electronics,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,252.89,52,3,27,17,5,31.970922,27.148628,42.162388,1.5202099,0.47325,0.27037,102.63,0.157,0.41,1.116,3716958388224
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,🏦 股息股 | 🛡️ 防御股,122.18,45,0,18,17,10,44.754578,37.20225,9.773618,0.21847,0.24927,0.0307,64.443,0.056,0.8,0.657,974068187136
JPM,JP Morgan Chase & Co.,Financial Services,Banks - Diversified,💰 价值股,291.66,42,22,13,0,7,14.561158,12.420911,2.2967525,0.16134001,0.0,0.3391,,0.025,2.03,1.059,786616483840
